severity,component,kind,token,file,line,yaml_path,context,decision,notes
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3260,settings.system.ai_enabled.entity_id,"""name"": ""Guard + map → zara/android/domotica/v2/system/sensore_portico/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3261,settings.system.ai_enabled.entity_id,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""zara/android/domotica/system/sensore_portico/state\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/system/sensore_portico/sta...",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3281,settings.system.ai_enabled.entity_id,"""name"": ""zara/android/domotica/v2/system/sensore_portico/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3300,settings.system.ai_enabled.entity_id,"""name"": ""[system] zara/android/domotica/system/time_range/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3301,settings.system.ai_enabled.entity_id,"""topic"": ""zara/android/domotica/system/time_range/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3322,settings.system.ai_enabled.entity_id,"""name"": ""Guard + map → zara/android/domotica/v2/system/time_range/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3323,settings.system.ai_enabled.entity_id,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""zara/android/domotica/system/time_range/state\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/system/time_range/state\"";\n\ni...",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3343,settings.system.ai_enabled.entity_id,"""name"": ""zara/android/domotica/v2/system/time_range/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3362,settings.system.ai_enabled.entity_id,"""name"": ""[system] zara/domotics/porch_sensor"",",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3384,settings.system.ai_enabled.entity_id,"""name"": ""Guard + map → zara/android/domotica/v2/system/sensore_portico/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3385,settings.system.ai_enabled.entity_id,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""zara/domotics/porch_sensor\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/system/sensore_portico/state\"";\n\nif (typeof msg....",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3405,settings.system.ai_enabled.entity_id,"""name"": ""zara/android/domotica/v2/system/sensore_portico/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3424,settings.system.ai_enabled.entity_id,"""name"": ""[system] zara/domotics/time_range"",",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3446,settings.system.ai_enabled.entity_id,"""name"": ""Guard + map → zara/android/domotica/v2/system/time_range/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3447,settings.system.ai_enabled.entity_id,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""zara/domotics/time_range\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/system/time_range/state\"";\n\nif (typeof msg.topic !...",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,3467,settings.system.ai_enabled.entity_id,"""name"": ""zara/android/domotica/v2/system/time_range/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,3920,heating.puffer.top_temperature.entity_id,"""name"": ""[unclassified] ${APP_BASE}/pufferAltoTemp"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,3921,heating.puffer.top_temperature.entity_id,"""topic"": ""${APP_BASE}/pufferAltoTemp"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,3942,heating.puffer.top_temperature.entity_id,"""name"": ""Guard + map → zara/android/domotica/v2/pufferAltoTemp"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,3943,heating.puffer.top_temperature.entity_id,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""${APP_BASE}/pufferAltoTemp\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/pufferAltoTemp\"";\n\nif (typeof msg.topic !== 'str...",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,3963,heating.puffer.top_temperature.entity_id,"""name"": ""zara/android/domotica/v2/pufferAltoTemp"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,3982,heating.puffer.top_temperature.entity_id,"""name"": ""[unclassified] ${APP_BASE}/pufferBassoTemp"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,3983,heating.puffer.top_temperature.entity_id,"""topic"": ""${APP_BASE}/pufferBassoTemp"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4004,heating.puffer.top_temperature.entity_id,"""name"": ""Guard + map → zara/android/domotica/v2/pufferBassoTemp"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4005,heating.puffer.top_temperature.entity_id,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""${APP_BASE}/pufferBassoTemp\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/pufferBassoTemp\"";\n\nif (typeof msg.topic !== 's...",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4025,heating.puffer.top_temperature.entity_id,"""name"": ""zara/android/domotica/v2/pufferBassoTemp"",",,
MEDIUM,Gateway / Node-RED,broker_name,emon,gateway/flows/bridge-v2-readonly-disabled.json,4044,brokers.emon,"""name"": ""[unclassified] emon/resolDL2/sensor2"",",,
MEDIUM,Gateway / Node-RED,broker_name,emon,gateway/flows/bridge-v2-readonly-disabled.json,4045,brokers.emon,"""topic"": ""emon/resolDL2/sensor2"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4066,heating.puffer.top_temperature.entity_id,"""name"": ""Guard + map → zara/android/domotica/v2/pufferBassoTemp"",",,
MEDIUM,Gateway / Node-RED,broker_name,emon,gateway/flows/bridge-v2-readonly-disabled.json,4067,brokers.emon,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""emon/resolDL2/sensor2\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/pufferBassoTemp\"";\n\nif (typeof msg.topic !== 'string'...",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4067,heating.puffer.top_temperature.entity_id,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""emon/resolDL2/sensor2\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/pufferBassoTemp\"";\n\nif (typeof msg.topic !== 'string'...",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4087,heating.puffer.top_temperature.entity_id,"""name"": ""zara/android/domotica/v2/pufferBassoTemp"",",,
MEDIUM,Gateway / Node-RED,broker_name,emon,gateway/flows/bridge-v2-readonly-disabled.json,4106,brokers.emon,"""name"": ""[unclassified] emon/resolDL2/sensor3"",",,
MEDIUM,Gateway / Node-RED,broker_name,emon,gateway/flows/bridge-v2-readonly-disabled.json,4107,brokers.emon,"""topic"": ""emon/resolDL2/sensor3"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4128,heating.puffer.top_temperature.entity_id,"""name"": ""Guard + map → zara/android/domotica/v2/pufferAltoTemp"",",,
MEDIUM,Gateway / Node-RED,broker_name,emon,gateway/flows/bridge-v2-readonly-disabled.json,4129,brokers.emon,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""emon/resolDL2/sensor3\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/pufferAltoTemp\"";\n\nif (typeof msg.topic !== 'string')...",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4129,heating.puffer.top_temperature.entity_id,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""emon/resolDL2/sensor3\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/pufferAltoTemp\"";\n\nif (typeof msg.topic !== 'string')...",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4149,heating.puffer.top_temperature.entity_id,"""name"": ""zara/android/domotica/v2/pufferAltoTemp"",",,
MEDIUM,Gateway / Node-RED,broker_name,emon,gateway/flows/bridge-v2-readonly-disabled.json,4168,brokers.emon,"""name"": ""[unclassified] emon/shellyACS/tempACS"",",,
MEDIUM,Gateway / Node-RED,broker_name,emon,gateway/flows/bridge-v2-readonly-disabled.json,4169,brokers.emon,"""topic"": ""emon/shellyACS/tempACS"",",,
MEDIUM,Gateway / Node-RED,broker_name,emon,gateway/flows/bridge-v2-readonly-disabled.json,4191,brokers.emon,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""emon/shellyACS/tempACS\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/acsPufferTemp\"";\n\nif (typeof msg.topic !== 'string')...",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4664,heating.puffer.top_temperature.entity_id,"""name"": ""[unclassified] zara/android/domotica/pufferAltoTemp"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4665,heating.puffer.top_temperature.entity_id,"""topic"": ""zara/android/domotica/pufferAltoTemp"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4686,heating.puffer.top_temperature.entity_id,"""name"": ""Guard + map → zara/android/domotica/v2/pufferAltoTemp"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4687,heating.puffer.top_temperature.entity_id,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""zara/android/domotica/pufferAltoTemp\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/pufferAltoTemp\"";\n\nif (typeof msg.topi...",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4707,heating.puffer.top_temperature.entity_id,"""name"": ""zara/android/domotica/v2/pufferAltoTemp"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4726,heating.puffer.top_temperature.entity_id,"""name"": ""[unclassified] zara/android/domotica/pufferBassoTemp"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4727,heating.puffer.top_temperature.entity_id,"""topic"": ""zara/android/domotica/pufferBassoTemp"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4748,heating.puffer.top_temperature.entity_id,"""name"": ""Guard + map → zara/android/domotica/v2/pufferBassoTemp"",",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4749,heating.puffer.top_temperature.entity_id,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""zara/android/domotica/pufferBassoTemp\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/pufferBassoTemp\"";\n\nif (typeof msg.to...",,
MEDIUM,Gateway / Node-RED,entity_id,puffer,gateway/flows/bridge-v2-readonly-disabled.json,4769,heating.puffer.top_temperature.entity_id,"""name"": ""zara/android/domotica/v2/pufferBassoTemp"",",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,4810,settings.system.ai_enabled.entity_id,"""name"": ""Guard + map → zara/android/domotica/v2/system/holiday/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,4811,settings.system.ai_enabled.entity_id,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""zara/domotics/modalitavacanza\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/system/holiday/state\"";\n\nif (typeof msg.topic...",,
MEDIUM,Gateway / Node-RED,entity_id,system,gateway/flows/bridge-v2-readonly-disabled.json,4831,settings.system.ai_enabled.entity_id,"""name"": ""zara/android/domotica/v2/system/holiday/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,4850,climate.vmc.speed.entity_id,"""name"": ""[vmc] alexa/vmc"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,4851,climate.vmc.speed.entity_id,"""topic"": ""alexa/vmc"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,4872,climate.vmc.speed.entity_id,"""name"": ""Guard + map → zara/android/domotica/v2/vmc/speed/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,4873,climate.vmc.speed.entity_id,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""alexa/vmc\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/vmc/speed/state\"";\n\nif (typeof msg.topic !== 'string') {\n    nod...",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,4893,climate.vmc.speed.entity_id,"""name"": ""zara/android/domotica/v2/vmc/speed/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,4912,climate.vmc.speed.entity_id,"""name"": ""[vmc] zara/android/domotica/vmc/([^/]+"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,4913,climate.vmc.speed.entity_id,"""topic"": ""zara/android/domotica/vmc/([^/]+"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,4934,climate.vmc.speed.entity_id,"""name"": ""Guard + map → zara/android/domotica/v2/vmc/([^/]+"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,4935,climate.vmc.speed.entity_id,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""zara/android/domotica/vmc/([^/]+\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/vmc/([^/]+\"";\n\nif (typeof msg.topic !== 's...",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,4955,climate.vmc.speed.entity_id,"""name"": ""zara/android/domotica/v2/vmc/([^/]+"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,4974,climate.vmc.speed.entity_id,"""name"": ""[vmc] zara/android/domotica/vmc/maxNightSpeed/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,4975,climate.vmc.speed.entity_id,"""topic"": ""zara/android/domotica/vmc/maxNightSpeed/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,4996,climate.vmc.speed.entity_id,"""name"": ""Guard + map → zara/android/domotica/v2/vmc/maxNightSpeed/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,4997,climate.vmc.speed.entity_id,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""zara/android/domotica/vmc/maxNightSpeed/state\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/vmc/maxNightSpeed/state\"";\n\ni...",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,5017,climate.vmc.speed.entity_id,"""name"": ""zara/android/domotica/v2/vmc/maxNightSpeed/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,5036,climate.vmc.speed.entity_id,"""name"": ""[vmc] zara/android/domotica/vmc/speed/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,5037,climate.vmc.speed.entity_id,"""topic"": ""zara/android/domotica/vmc/speed/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,5058,climate.vmc.speed.entity_id,"""name"": ""Guard + map → zara/android/domotica/v2/vmc/speed/state"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,5059,climate.vmc.speed.entity_id,"""func"": ""const CANARY_BASE = \""zara/android/domotica/v2\"";\nconst SOURCE_TOPIC = \""zara/android/domotica/vmc/speed/state\"";\nconst DESTINATION_TOPIC = \""zara/android/domotica/v2/vmc/speed/state\"";\n\nif (typeof msg.to...",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/flows/bridge-v2-readonly-disabled.json,5079,climate.vmc.speed.entity_id,"""name"": ""zara/android/domotica/v2/vmc/speed/state"",",,
MEDIUM,Gateway / Node-RED,broker_name,emon,gateway/flows_cred.json,3,brokers.emon,"""user"": ""emonpi"",",,
MEDIUM,Gateway / Node-RED,broker_name,emon,gateway/flows_cred.json,4,brokers.emon,"""password"": ""emonpimqtt2016""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,24,settings.climate.target_humidex.entity_id,"/ ""climate-shadow-mapping-v1.json""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,30,settings.climate.target_humidex.entity_id,"""climate/living_temperature_c""",,
MEDIUM,Gateway / Node-RED,entity_id,living,gateway/scripts/upgrade_gateway_climate_primary_v013.py,30,lights.living.power.entity_id,"""climate/living_temperature_c""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,33,settings.climate.target_humidex.entity_id,"""climate/living_humidex""",,
MEDIUM,Gateway / Node-RED,entity_id,living,gateway/scripts/upgrade_gateway_climate_primary_v013.py,33,lights.living.power.entity_id,"""climate/living_humidex""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,36,settings.climate.target_humidex.entity_id,"""climate/bedroom_humidex""",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/scripts/upgrade_gateway_climate_primary_v013.py,38,climate.vmc.speed.entity_id,"""vmc/speed/state"": (",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/scripts/upgrade_gateway_climate_primary_v013.py,39,climate.vmc.speed.entity_id,"""vmc/speed""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,47,settings.climate.target_humidex.entity_id,"""climate/living_temperature_c""",,
MEDIUM,Gateway / Node-RED,entity_id,living,gateway/scripts/upgrade_gateway_climate_primary_v013.py,47,lights.living.power.entity_id,"""climate/living_temperature_c""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,50,settings.climate.target_humidex.entity_id,"""climate_legacy/living_temperature_c""",,
MEDIUM,Gateway / Node-RED,entity_id,living,gateway/scripts/upgrade_gateway_climate_primary_v013.py,50,lights.living.power.entity_id,"""climate_legacy/living_temperature_c""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,54,settings.climate.target_humidex.entity_id,"""climate/living_humidex""",,
MEDIUM,Gateway / Node-RED,entity_id,living,gateway/scripts/upgrade_gateway_climate_primary_v013.py,54,lights.living.power.entity_id,"""climate/living_humidex""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,57,settings.climate.target_humidex.entity_id,"""climate_legacy/living_humidex""",,
MEDIUM,Gateway / Node-RED,entity_id,living,gateway/scripts/upgrade_gateway_climate_primary_v013.py,57,lights.living.power.entity_id,"""climate_legacy/living_humidex""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,61,settings.climate.target_humidex.entity_id,"""climate/bedroom_humidex""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,64,settings.climate.target_humidex.entity_id,"""climate_legacy/bedroom_humidex""",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/scripts/upgrade_gateway_climate_primary_v013.py,68,climate.vmc.speed.entity_id,"""vmc/speed""",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/scripts/upgrade_gateway_climate_primary_v013.py,71,climate.vmc.speed.entity_id,"""vmc_legacy/speed""",,
MEDIUM,Gateway / Node-RED,entity_id,main,gateway/scripts/upgrade_gateway_climate_primary_v013.py,98,fireplace.main.power.entity_id,def main() -> int:,,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,141,settings.climate.target_humidex.entity_id,""".flows.json.before-climate-primary-v013-""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,147,settings.climate.target_humidex.entity_id,""".climate-shadow-mapping-v1.json.""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,195,settings.climate.target_humidex.entity_id,"""climate/living_temperature_c"",",,
MEDIUM,Gateway / Node-RED,entity_id,living,gateway/scripts/upgrade_gateway_climate_primary_v013.py,195,lights.living.power.entity_id,"""climate/living_temperature_c"",",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,197,settings.climate.target_humidex.entity_id,"""climate_legacy/living_temperature_c"",",,
MEDIUM,Gateway / Node-RED,entity_id,living,gateway/scripts/upgrade_gateway_climate_primary_v013.py,197,lights.living.power.entity_id,"""climate_legacy/living_temperature_c"",",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,201,settings.climate.target_humidex.entity_id,"""climate/living_humidex"",",,
MEDIUM,Gateway / Node-RED,entity_id,living,gateway/scripts/upgrade_gateway_climate_primary_v013.py,201,lights.living.power.entity_id,"""climate/living_humidex"",",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,203,settings.climate.target_humidex.entity_id,"""climate_legacy/living_humidex"",",,
MEDIUM,Gateway / Node-RED,entity_id,living,gateway/scripts/upgrade_gateway_climate_primary_v013.py,203,lights.living.power.entity_id,"""climate_legacy/living_humidex"",",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,207,settings.climate.target_humidex.entity_id,"""climate/bedroom_humidex"",",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,209,settings.climate.target_humidex.entity_id,"""climate_legacy/bedroom_humidex"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/scripts/upgrade_gateway_climate_primary_v013.py,213,climate.vmc.speed.entity_id,"""vmc/speed"",",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/scripts/upgrade_gateway_climate_primary_v013.py,215,climate.vmc.speed.entity_id,"""vmc_legacy/speed"",",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,351,settings.climate.target_humidex.entity_id,"""Il contratto alimenterà climate/* """,,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/scripts/upgrade_gateway_climate_primary_v013.py,352,climate.vmc.speed.entity_id,"""e vmc/*.""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_primary_v013.py,356,settings.climate.target_humidex.entity_id,"""climate_legacy/* e vmc_legacy/*.""",,
MEDIUM,Gateway / Node-RED,entity_id,vmc,gateway/scripts/upgrade_gateway_climate_primary_v013.py,356,climate.vmc.speed.entity_id,"""climate_legacy/* e vmc_legacy/*.""",,
MEDIUM,Gateway / Node-RED,entity_id,main,gateway/scripts/upgrade_gateway_climate_primary_v013.py,362,fireplace.main.power.entity_id,"if __name__ == ""__main__"":",,
MEDIUM,Gateway / Node-RED,entity_id,main,gateway/scripts/upgrade_gateway_climate_primary_v013.py,363,fireplace.main.power.entity_id,raise SystemExit(main()),,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_shadow_v012.py,24,settings.climate.target_humidex.entity_id,"/ ""climate-shadow-mapping-v1.json""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_shadow_v012.py,27,settings.climate.target_humidex.entity_id,"INPUT_ID = ""climateshadowinputv012""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_shadow_v012.py,28,settings.climate.target_humidex.entity_id,"FUNCTION_ID = ""climateshadowmapv012""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_shadow_v012.py,29,settings.climate.target_humidex.entity_id,"OUTPUT_ID = ""climateshadowoutputv012""",,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_shadow_v012.py,163,settings.climate.target_humidex.entity_id,"""climate-mapping-v1""",,
MEDIUM,Gateway / Node-RED,entity_id,main,gateway/scripts/upgrade_gateway_climate_shadow_v012.py,172,fireplace.main.power.entity_id,def main() -> int:,,
MEDIUM,Gateway / Node-RED,entity_id,climate,gateway/scripts/upgrade_gateway_climate_shadow_v012.py,322,settings.climate.target_humidex.entity_id,""".flows.json.before-climate-v012-""",,
MEDIUM,Gateway / Node-RED,entity_id,main,gateway/scripts/upgrade_gateway_climate_shadow_v012.py,473,fireplace.main.power.entity_id,"if __name__ == ""__main__"":",,
MEDIUM,Gateway / Node-RED,entity_id,main,gateway/scripts/upgrade_gateway_climate_shadow_v012.py,474,fireplace.main.power.entity_id,raise SystemExit(main()),,
